symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
DALBHARAT,1983.50,2002.50,1971.80,1991.70,1981.66,SKIP,,,,,,
FORTIS,895.00,900.65,884.50,888.85,903.31,LONG,895.00,903.31,888.85,false,-6.15,-0.69
HOMEFIRST,1096.50,1097.40,1075.60,1085.10,1097.89,LONG,1096.50,1097.89,1085.10,false,-11.40,-1.04
JSWDULUX,3560.00,3628.00,3508.00,3547.70,3532.57,SHORT,3560.00,3532.57,3532.57,true,27.43,0.77
IPCALAB,1435.00,1470.10,1433.00,1454.10,1437.60,LONG,1435.00,1437.60,1437.60,true,2.60,0.18
TIMKEN,3075.90,3149.00,3054.00,3143.10,3094.12,LONG,3075.90,3094.12,3094.12,true,18.22,0.59
VOLTAS,1329.50,1343.40,1325.60,1329.40,1340.70,LONG,1329.50,1340.70,1340.70,true,11.20,0.84
GODIGIT,344.90,347.80,344.30,347.00,344.91,SKIP,,,,,,
SUNPHARMA,1808.40,1823.20,1798.30,1816.40,1798.78,SHORT,1808.40,1798.78,1798.78,true,9.62,0.53
GODFRYPHLP,2788.00,2828.80,2768.00,2779.60,2795.74,LONG,2788.00,2795.74,2795.74,true,7.74,0.28
