symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
RAINBOW,1132.70,1138.20,1107.00,1118.50,1143.19,LONG,1132.70,1143.19,1118.50,false,-14.20,-1.25
CCL,1028.00,1057.40,1024.40,1044.20,1033.00,LONG,1028.00,1033.00,1033.00,true,5.00,0.49
CIPLA,1314.70,1327.90,1291.60,1297.20,1314.75,SKIP,,,,,,
PIRAMALFIN,1721.80,1794.80,1690.00,1793.00,1747.09,LONG,1721.80,1747.09,1747.09,true,25.29,1.47
DCMSHRIRAM,1018.20,1059.90,997.80,1051.00,1012.43,SHORT,1018.20,1012.43,1012.43,true,5.77,0.57
SPLPETRO,671.50,675.85,651.20,664.50,676.55,LONG,671.50,676.55,664.50,false,-7.00,-1.04
SUNDARMFIN,5052.50,5199.00,5015.00,5090.00,5190.76,LONG,5052.50,5190.76,5190.76,true,138.26,2.74
DATAPATTNS,3215.30,3260.00,3055.10,3092.40,3246.68,LONG,3215.30,3246.68,3246.68,true,31.38,0.98
JSWDULUX,2866.00,2896.80,2811.00,2864.60,2880.14,LONG,2866.00,2880.14,2880.14,true,14.14,0.49
THELEELA,427.00,432.05,413.70,414.20,428.80,LONG,427.00,428.80,428.80,true,1.80,0.42
