symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
FLUOROCHEM,3843.90,3910.80,3827.90,3865.30,3900.36,LONG,3843.90,3900.36,3900.36,true,56.46,1.47
TRITURBINE,613.95,624.50,609.30,611.95,619.98,LONG,613.95,619.98,619.98,true,6.03,0.98
IKS,1845.00,1904.00,1831.90,1860.80,1860.00,LONG,1845.00,1860.00,1860.00,true,15.00,0.81
IRCTC,498.50,500.95,496.00,496.25,499.32,LONG,498.50,499.32,499.32,true,0.82,0.16
PREMIERENE,1055.00,1095.50,1048.00,1088.70,1048.87,SHORT,1055.00,1048.87,1048.87,true,6.13,0.58
WELCORP,1525.00,1618.70,1525.00,1599.90,1539.64,LONG,1525.00,1539.64,1539.64,true,14.64,0.96
BIKAJI,643.95,648.80,638.15,642.60,642.08,SHORT,643.95,642.08,642.08,true,1.87,0.29
CANFINHOME,892.90,920.80,892.90,915.85,905.22,LONG,892.90,905.22,905.22,true,12.32,1.38
MANKIND,2503.30,2555.10,2498.50,2530.00,2501.88,SKIP,,,,,,
MEESHO,189.80,195.92,189.57,190.55,190.15,LONG,189.80,190.15,190.15,true,0.35,0.18
