symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
UNITDSPR,1474.20,1487.90,1448.00,1485.50,1458.96,SHORT,1474.20,1458.96,1458.96,true,15.24,1.03
KFINTECH,934.05,942.50,923.85,928.00,924.45,SHORT,934.05,924.45,924.45,true,9.60,1.03
FEDERALBNK,356.50,356.95,343.10,343.95,350.38,SHORT,356.50,350.38,350.38,true,6.12,1.72
TBOTEK,1691.30,1743.90,1691.30,1732.40,1705.51,LONG,1691.30,1705.51,1705.51,true,14.21,0.84
PPLPHARMA,214.93,216.90,211.81,214.83,214.26,SHORT,214.93,214.26,214.26,true,0.67,0.31
WAAREEENER,2585.00,2601.30,2563.00,2581.00,2587.65,LONG,2585.00,2587.65,2587.65,true,2.65,0.10
ASAHIINDIA,955.70,965.00,949.50,960.90,952.73,SHORT,955.70,952.73,952.73,true,2.97,0.31
JSWDULUX,3180.00,3186.80,3140.10,3171.60,3133.78,SHORT,3180.00,3133.78,3171.60,false,8.40,0.26
CANHLIFE,154.67,155.20,152.90,154.50,152.65,SHORT,154.67,152.65,154.50,false,0.17,0.11
IKS,1740.90,1763.80,1717.90,1736.00,1733.97,SHORT,1740.90,1733.97,1733.97,true,6.93,0.40
