symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PRESTIGE,1612.00,1628.90,1592.90,1614.20,1604.59,SHORT,1612.00,1604.59,1604.59,true,7.41,0.46
TORNTPHARM,3825.00,3840.00,3801.10,3835.50,3816.97,SHORT,3825.00,3816.97,3816.97,true,8.03,0.21
ICICIGI,1957.00,1966.90,1952.10,1959.80,1954.96,SHORT,1957.00,1954.96,1954.96,true,2.04,0.10
GODIGIT,349.95,350.95,341.20,347.90,342.35,SHORT,349.95,342.35,342.35,true,7.60,2.17
AADHARHFC,480.85,487.95,480.60,487.00,482.47,LONG,480.85,482.47,482.47,true,1.62,0.34
IDFCFIRSTB,84.76,85.30,84.08,84.23,85.21,LONG,84.76,85.21,85.21,true,0.45,0.53
TATACONSUM,1187.30,1189.50,1171.40,1179.80,1182.12,SHORT,1187.30,1182.12,1182.12,true,5.18,0.44
TIMKEN,3040.20,3074.40,3030.00,3065.00,3063.19,LONG,3040.20,3063.19,3063.19,true,22.99,0.76
FEDERALBNK,267.00,267.25,261.55,261.85,266.28,SHORT,267.00,266.28,266.28,true,0.72,0.27
SYNGENE,658.55,661.00,651.50,654.55,658.14,SKIP,,,,,,
