symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ATHERENERG,544.95,551.75,537.55,541.85,542.90,SHORT,544.95,542.90,542.90,true,2.05,0.38
DEEPAKNTR,1750.10,1776.70,1748.00,1749.70,1749.71,SKIP,,,,,,
JSWDULUX,3374.80,3385.40,3351.10,3368.60,3372.45,SKIP,,,,,,
ONESOURCE,1850.00,1888.70,1838.20,1876.90,1849.68,SKIP,,,,,,
PTCIL,14233.00,14525.00,14041.00,14176.00,14052.23,SHORT,14233.00,14052.23,14052.23,true,180.77,1.27
SOBHA,1547.70,1575.00,1526.00,1570.70,1533.99,SHORT,1547.70,1533.99,1533.99,true,13.71,0.89
UBL,1807.00,1820.50,1791.10,1795.80,1794.40,SHORT,1807.00,1794.40,1794.40,true,12.60,0.70
CAPLIPOINT,2234.10,2269.90,2220.00,2248.00,2248.84,LONG,2234.10,2248.84,2248.84,true,14.74,0.66
ACUTAAS,1480.00,1481.40,1436.40,1442.70,1470.34,SHORT,1480.00,1470.34,1470.34,true,9.66,0.65
MEDANTA,1359.00,1361.70,1317.20,1322.70,1357.12,SHORT,1359.00,1357.12,1357.12,true,1.88,0.14
