symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
BAJAJHLDNG,11272.00,11343.00,11101.00,11181.00,11226.99,SHORT,11272.00,11226.99,11226.99,true,45.01,0.40
ATHERENERG,690.15,706.65,680.05,691.50,704.34,LONG,690.15,704.34,704.34,true,14.19,2.06
GODIGIT,349.95,350.05,339.45,342.95,349.28,SHORT,349.95,349.28,349.28,true,0.67,0.19
ICICIGI,1987.40,2012.00,1978.20,2010.20,1972.77,SHORT,1987.40,1972.77,2010.20,false,-22.80,-1.15
SUNDARMFIN,5369.00,5369.00,5217.50,5296.00,5353.47,SHORT,5369.00,5353.47,5353.47,true,15.53,0.29
IDFCFIRSTB,84.92,86.10,84.30,84.74,85.17,LONG,84.92,85.17,85.17,true,0.25,0.29
TATACONSUM,1182.10,1211.90,1182.10,1211.90,1181.57,SKIP,,,,,,
KPIL,1205.90,1206.60,1189.00,1192.80,1205.76,SKIP,,,,,,
BRITANNIA,6040.00,6142.50,5948.50,6125.00,6019.25,SHORT,6040.00,6019.25,6019.25,true,20.75,0.34
SIGNATURE,1132.40,1132.40,1117.50,1119.70,1129.89,SHORT,1132.40,1129.89,1129.89,true,2.51,0.22
