symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
DIVISLAB,6750.50,6868.00,6658.00,6835.00,6857.96,LONG,6750.50,6857.96,6857.96,true,107.46,1.59
INDGN,516.10,516.10,499.90,509.10,515.77,SKIP,,,,,,
ACUTAAS,2725.00,2818.70,2714.50,2804.70,2736.50,LONG,2725.00,2736.50,2736.50,true,11.50,0.42
DEVYANI,118.00,118.00,112.25,116.01,117.47,SHORT,118.00,117.47,117.47,true,0.53,0.45
ABB,6310.00,6420.00,6225.00,6413.00,6380.89,LONG,6310.00,6380.89,6380.89,true,70.89,1.12
ASTRAL,1539.00,1568.50,1512.50,1542.80,1568.10,LONG,1539.00,1568.10,1568.10,true,29.10,1.89
AADHARHFC,460.00,465.00,451.20,463.40,464.17,LONG,460.00,464.17,464.17,true,4.17,0.91
NIACL,163.50,163.50,158.05,162.39,166.11,LONG,163.50,166.11,162.39,false,-1.11,-0.68
JSWDULUX,2936.80,2936.80,2857.00,2932.00,2924.52,SHORT,2936.80,2924.52,2924.52,true,12.28,0.42
ASAHIINDIA,815.15,815.20,793.95,799.90,815.02,SKIP,,,,,,
