symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SCHAEFFLER,4075.00,4108.90,4007.00,4030.50,4077.47,SKIP,,,,,,
LT,3570.00,3631.60,3551.20,3597.90,3555.56,SHORT,3570.00,3555.56,3555.56,true,14.44,0.40
BRITANNIA,5459.00,5499.00,5406.00,5487.00,5447.47,SHORT,5459.00,5447.47,5447.47,true,11.53,0.21
HINDALCO,653.00,655.55,642.60,649.25,650.06,SHORT,653.00,650.06,650.06,true,2.94,0.45
PIIND,3630.40,3694.00,3630.10,3681.70,3641.79,LONG,3630.40,3641.79,3641.79,true,11.39,0.31
WELCORP,761.15,776.00,760.00,760.90,765.96,LONG,761.15,765.96,765.96,true,4.81,0.63
FORTIS,717.95,724.80,712.45,719.50,722.77,LONG,717.95,722.77,722.77,true,4.82,0.67
SPLPETRO,714.20,714.20,698.45,705.60,708.36,SHORT,714.20,708.36,708.36,true,5.84,0.82
SUNDARMFIN,5112.00,5305.00,5103.50,5269.00,5130.53,LONG,5112.00,5130.53,5130.53,true,18.53,0.36
HINDCOPPER,227.60,240.10,225.50,237.85,226.60,SHORT,227.60,226.60,226.60,true,1.00,0.44
