symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
GLAND,2193.30,2307.00,2185.00,2301.10,2193.68,SKIP,,,,,,
SYNGENE,445.40,454.50,434.90,435.90,442.33,SHORT,445.40,442.33,442.33,true,3.07,0.69
ACMESOLAR,352.30,354.70,342.20,349.60,351.23,SHORT,352.30,351.23,351.23,true,1.07,0.30
HONASA,415.85,420.00,412.75,419.85,417.95,LONG,415.85,417.95,417.95,true,2.10,0.50
POWERGRID,290.45,293.05,289.60,291.85,290.07,SHORT,290.45,290.07,290.07,true,0.38,0.13
ANGELONE,354.80,355.50,339.05,342.60,353.50,SHORT,354.80,353.50,353.50,true,1.30,0.37
BEL,435.00,435.00,419.05,419.30,430.00,SHORT,435.00,430.00,430.00,true,5.00,1.15
ERIS,1445.00,1485.00,1433.40,1460.00,1437.43,SHORT,1445.00,1437.43,1437.43,true,7.57,0.52
GLENMARK,2191.00,2234.90,2179.00,2181.40,2189.13,SKIP,,,,,,
JSWDULUX,3291.00,3307.40,3195.00,3203.00,3280.80,SHORT,3291.00,3280.80,3280.80,true,10.20,0.31
