symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
APLAPOLLO,1668.70,1705.00,1668.10,1695.40,1687.44,LONG,1668.70,1687.44,1687.44,true,18.74,1.12
AEGISLOG,753.90,780.80,736.00,737.45,755.82,LONG,753.90,755.82,755.82,true,1.92,0.25
GODREJIND,1192.00,1202.30,1184.60,1195.00,1196.88,LONG,1192.00,1196.88,1196.88,true,4.88,0.41
JSWDULUX,3350.10,3351.20,3260.10,3302.80,3356.50,LONG,3350.10,3356.50,3302.80,false,-47.30,-1.41
MAPMYINDIA,1622.00,1649.00,1600.10,1641.90,1621.95,SKIP,,,,,,
NAVA,684.55,697.95,663.55,663.80,690.13,LONG,684.55,690.13,690.13,true,5.58,0.82
ONESOURCE,1805.90,1828.90,1758.60,1800.00,1743.51,SHORT,1805.90,1743.51,1800.00,false,5.90,0.33
TATACOMM,1618.00,1642.80,1597.30,1601.10,1621.80,LONG,1618.00,1621.80,1621.80,true,3.80,0.23
UBL,1788.50,1800.00,1762.30,1794.80,1775.14,SHORT,1788.50,1775.14,1775.14,true,13.36,0.75
RBLBANK,274.00,279.85,273.10,277.75,273.70,SHORT,274.00,273.70,273.70,true,0.30,0.11
