symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
OLECTRA,1518.70,1554.00,1497.20,1528.70,1518.43,SKIP,,,,,,
MAXHEALTH,1227.80,1234.00,1210.90,1225.00,1224.39,SHORT,1227.80,1224.39,1224.39,true,3.41,0.28
MEDANTA,1373.40,1428.90,1365.10,1376.90,1369.56,SHORT,1373.40,1369.56,1369.56,true,3.84,0.28
ABDL,533.00,539.35,520.05,522.55,520.57,SHORT,533.00,520.57,520.57,true,12.43,2.33
ANURAS,1148.90,1163.00,1139.60,1149.10,1140.92,SHORT,1148.90,1140.92,1140.92,true,7.98,0.69
MAPMYINDIA,1782.60,1782.60,1765.00,1767.80,1782.98,SKIP,,,,,,
NUVOCO,457.40,468.00,455.75,461.80,458.26,LONG,457.40,458.26,458.26,true,0.86,0.19
PTCIL,13359.00,13700.00,13251.00,13648.00,13557.73,LONG,13359.00,13557.73,13557.73,true,198.73,1.49
SHYAMMETL,942.00,956.00,934.95,949.05,954.17,LONG,942.00,954.17,954.17,true,12.17,1.29
SWIGGY,408.50,422.70,406.35,420.65,406.69,SHORT,408.50,406.69,406.69,true,1.81,0.44
