symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CANHLIFE,146.08,146.08,142.50,145.00,145.30,SHORT,146.08,145.30,145.30,true,0.78,0.53
BHARTIARTL,2012.00,2022.90,1985.00,1991.60,2022.89,LONG,2012.00,2022.89,2022.89,true,10.89,0.54
SUNPHARMA,1699.00,1710.00,1684.30,1701.80,1708.83,LONG,1699.00,1708.83,1708.83,true,9.83,0.58
BAYERCROP,4459.30,4517.00,4440.00,4450.00,4450.60,SHORT,4459.30,4450.60,4450.60,true,8.70,0.20
RAMCOCEM,1160.00,1171.60,1142.50,1163.60,1146.97,SHORT,1160.00,1146.97,1146.97,true,13.03,1.12
LT,4088.00,4088.50,4035.90,4055.60,4083.65,SHORT,4088.00,4083.65,4083.65,true,4.35,0.11
PIRAMALFIN,1705.00,1729.90,1682.90,1685.50,1701.17,SHORT,1705.00,1701.17,1701.17,true,3.83,0.22
HONASA,275.10,283.00,275.10,281.30,277.38,LONG,275.10,277.38,277.38,true,2.28,0.83
IPCALAB,1411.00,1453.00,1392.30,1446.90,1421.05,LONG,1411.00,1421.05,1421.05,true,10.05,0.71
SUNDARMFIN,5406.00,5406.50,5284.00,5315.50,5378.38,SHORT,5406.00,5378.38,5378.38,true,27.62,0.51
