symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
APLAPOLLO,1720.00,1752.50,1715.90,1735.00,1737.39,LONG,1720.00,1737.39,1737.39,true,17.39,1.01
USHAMART,448.70,485.00,446.85,482.80,448.45,SKIP,,,,,,
AJANTPHARM,2418.00,2457.00,2394.10,2420.00,2407.52,SHORT,2418.00,2407.52,2407.52,true,10.48,0.43
AWL,263.50,268.90,262.50,268.00,264.91,LONG,263.50,264.91,264.91,true,1.41,0.54
MAPMYINDIA,1685.60,1700.00,1676.90,1699.00,1685.07,SKIP,,,,,,
GODIGIT,347.10,366.00,346.65,360.95,347.69,LONG,347.10,347.69,347.69,true,0.59,0.17
VMM,150.90,150.94,147.80,148.64,149.70,SHORT,150.90,149.70,149.70,true,1.20,0.80
RBLBANK,285.90,287.90,279.20,286.35,283.66,SHORT,285.90,283.66,283.66,true,2.24,0.78
GRASIM,2781.40,2817.30,2778.20,2812.90,2781.36,SKIP,,,,,,
HONASA,284.50,289.00,282.25,287.65,286.68,LONG,284.50,286.68,286.68,true,2.18,0.77
