symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TTML,39.93,40.20,39.82,39.88,39.97,LONG,39.93,39.97,39.97,true,0.04,0.10
CONCORDBIO,1439.00,1439.00,1381.50,1387.90,1430.35,SHORT,1439.00,1430.35,1430.35,true,8.65,0.60
PFOCUS,304.00,308.40,298.00,299.70,302.34,SHORT,304.00,302.34,302.34,true,1.66,0.55
PPLPHARMA,202.49,208.00,200.36,206.70,200.83,SHORT,202.49,200.83,200.83,true,1.66,0.82
CEMPRO,1315.00,1338.00,1298.10,1299.10,1320.78,LONG,1315.00,1320.78,1320.78,true,5.78,0.44
JAINREC,324.95,327.15,321.30,322.10,324.66,SKIP,,,,,,
NIVABUPA,87.80,88.00,86.26,87.43,87.33,SHORT,87.80,87.33,87.33,true,0.47,0.54
RAINBOW,1575.00,1610.00,1561.50,1599.30,1566.80,SHORT,1575.00,1566.80,1566.80,true,8.20,0.52
ERIS,1383.00,1385.30,1365.00,1375.10,1371.76,SHORT,1383.00,1371.76,1371.76,true,11.24,0.81
ABDL,620.00,631.00,613.00,614.20,615.51,SHORT,620.00,615.51,615.51,true,4.49,0.72
