symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
SAPPHIRE,306.90,313.10,298.65,299.65,306.85,SKIP,,,,,,
GODREJIND,1181.00,1219.80,1163.00,1192.65,1151.80,SHORT,1181.00,1151.80,1192.65,false,-11.65,-0.99
PFOCUS,98.21,103.85,98.21,101.82,102.14,LONG,98.21,102.14,102.14,true,3.93,4.00
BIKAJI,701.00,718.50,690.05,699.50,693.02,SHORT,701.00,693.02,693.02,true,7.98,1.14
SAILIFE,711.70,728.00,703.25,721.40,709.44,SHORT,711.70,709.44,709.44,true,2.26,0.32
TATAINVEST,633.00,639.00,620.00,622.00,6260.24,LONG,633.00,6260.24,622.00,false,-11.00,-1.74
GICRE,394.35,396.70,383.25,384.00,413.14,LONG,394.35,413.14,384.00,false,-10.35,-2.62
SBFC,85.00,85.81,83.51,83.65,83.17,SHORT,85.00,83.17,83.65,false,1.35,1.59
AEGISLOG,783.60,794.00,764.00,791.85,766.13,SHORT,783.60,766.13,766.13,true,17.47,2.23
CARTRADE,1713.85,1728.15,1656.15,1707.35,1738.72,LONG,1713.85,1738.72,1707.35,false,-6.50,-0.38
