symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
TBOTEK,1703.00,1735.00,1682.00,1712.90,1683.92,SHORT,1703.00,1683.92,1683.92,true,19.08,1.12
ACUTAAS,3182.10,3270.00,3181.50,3236.50,3202.53,LONG,3182.10,3202.53,3202.53,true,20.43,0.64
ASTERDM,786.00,792.30,776.00,779.70,789.09,LONG,786.00,789.09,789.09,true,3.09,0.39
NIVABUPA,80.48,80.84,79.51,79.55,80.48,SKIP,,,,,,
MEESHO,211.40,217.00,210.50,216.89,211.58,SKIP,,,,,,
KIRLOSENG,2281.00,2317.10,2202.10,2202.90,2248.02,SHORT,2281.00,2248.02,2248.02,true,32.98,1.45
CANHLIFE,153.50,154.12,148.60,149.72,152.09,SHORT,153.50,152.09,152.09,true,1.41,0.92
CAPLIPOINT,2789.90,2798.90,2710.50,2725.30,2794.66,LONG,2789.90,2794.66,2794.66,true,4.76,0.17
SOBHA,1255.00,1255.00,1224.00,1230.00,1253.11,SHORT,1255.00,1253.11,1253.11,true,1.89,0.15
GABRIEL,1387.00,1387.00,1356.30,1360.80,1377.06,SHORT,1387.00,1377.06,1377.06,true,9.94,0.72
