symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
ZYDUSWELL,510.00,525.00,508.50,525.00,2564.93,LONG,510.00,2564.93,525.00,false,15.00,2.94
ATHERENERG,550.00,559.50,548.50,556.00,552.84,LONG,550.00,552.84,552.84,true,2.84,0.52
CHENNPETRO,718.70,728.20,716.30,721.20,748.39,LONG,718.70,748.39,721.20,false,2.50,0.35
CLEAN,1154.60,1179.90,1144.00,1174.40,1158.51,LONG,1154.60,1158.51,1158.51,true,3.91,0.34
PTCIL,14639.00,14725.00,14463.00,14594.00,14399.77,SHORT,14639.00,14399.77,14594.00,false,45.00,0.31
TBOTEK,1597.30,1602.80,1569.80,1595.70,1576.01,SHORT,1597.30,1576.01,1576.01,true,21.29,1.33
AFFLE,2053.00,2082.00,2034.40,2064.80,2060.77,LONG,2053.00,2060.77,2060.77,true,7.77,0.38
APLAPOLLO,1710.00,1717.90,1688.70,1698.90,1694.83,SHORT,1710.00,1694.83,1694.83,true,15.17,0.89
STARHEALTH,441.95,452.55,438.45,450.70,442.18,SKIP,,,,,,
AIIL,659.00,659.00,651.00,656.70,3227.41,LONG,659.00,3227.41,656.70,false,-2.30,-0.35
