symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
CONCORDBIO,1380.00,1380.40,1361.50,1369.90,1389.63,LONG,1380.00,1389.63,1369.90,false,-10.10,-0.73
JSWDULUX,3516.50,3629.90,3511.20,3552.80,3526.07,LONG,3516.50,3526.07,3526.07,true,9.57,0.27
NUVOCO,335.00,339.15,329.05,337.55,336.91,LONG,335.00,336.91,336.91,true,1.91,0.57
SPLPETRO,655.00,669.00,651.05,665.60,672.29,LONG,655.00,672.29,665.60,false,10.60,1.62
EMCURE,1419.90,1419.90,1392.00,1409.50,1408.29,SHORT,1419.90,1408.29,1408.29,true,11.61,0.82
SHYAMMETL,786.05,803.95,785.55,794.80,797.29,LONG,786.05,797.29,797.29,true,11.24,1.43
CAPLIPOINT,1935.00,1955.00,1915.80,1953.00,1943.57,LONG,1935.00,1943.57,1943.57,true,8.57,0.44
IPCALAB,1470.00,1474.80,1430.00,1469.80,1462.03,SHORT,1470.00,1462.03,1462.03,true,7.97,0.54
ZFCVINDIA,2400.00,2400.00,2358.00,2376.00,14514.15,LONG,2400.00,14514.15,2376.00,false,-24.00,-1.00
TIMKEN,3025.80,3055.70,2973.70,3038.90,3034.78,LONG,3025.80,3034.78,3034.78,true,8.98,0.30
