symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
HONASA,294.00,295.80,287.85,289.25,293.17,SHORT,294.00,293.17,293.17,true,0.83,0.28
IPCALAB,1407.00,1417.00,1388.50,1393.70,1399.62,SHORT,1407.00,1399.62,1399.62,true,7.38,0.52
CANBK,146.08,147.04,145.06,147.04,151.04,LONG,146.08,151.04,147.04,false,0.96,0.66
AEGISVOPAK,262.00,266.45,259.10,264.40,259.37,SHORT,262.00,259.37,259.37,true,2.63,1.00
SHYAMMETL,826.50,834.10,814.80,818.00,829.21,LONG,826.50,829.21,829.21,true,2.71,0.33
EMCURE,1414.00,1418.40,1391.00,1410.00,1388.34,SHORT,1414.00,1388.34,1410.00,false,4.00,0.28
HOMEFIRST,1129.90,1139.90,1103.00,1105.00,1135.76,LONG,1129.90,1135.76,1135.76,true,5.86,0.52
KPRMILL,1097.00,1101.50,1076.20,1081.70,1084.06,SHORT,1097.00,1084.06,1084.06,true,12.94,1.18
JSWDULUX,3410.00,3445.80,3314.80,3402.70,3419.73,LONG,3410.00,3419.73,3419.73,true,9.73,0.29
MAXHEALTH,1171.60,1171.70,1155.50,1161.60,1164.40,SHORT,1171.60,1164.40,1164.40,true,7.20,0.61
