symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PFOCUS,146.00,152.99,138.40,138.81,150.74,LONG,146.00,150.74,150.74,true,4.74,3.25
ANANDRATHI,1300.00,1342.00,1292.00,1317.50,2611.49,LONG,1300.00,2611.49,1317.50,false,17.50,1.35
NUVOCO,410.95,422.00,406.35,410.65,413.98,LONG,410.95,413.98,413.98,true,3.03,0.74
ONESOURCE,1963.00,1999.90,1930.10,1994.40,1981.44,LONG,1963.00,1981.44,1981.44,true,18.44,0.94
NAVINFLUOR,5019.30,5147.00,4977.00,5110.00,5065.98,LONG,5019.30,5065.98,5065.98,true,46.68,0.93
ERIS,1811.00,1848.90,1757.50,1783.90,1794.41,SHORT,1811.00,1794.41,1794.41,true,16.59,0.92
JKCEMENT,6508.00,6618.00,6411.50,6443.50,6550.08,LONG,6508.00,6550.08,6550.08,true,42.08,0.65
RBLBANK,253.87,263.57,252.30,252.83,254.58,LONG,253.87,254.58,254.58,true,0.71,0.28
BLUEJET,788.00,806.90,755.10,784.75,798.25,LONG,788.00,798.25,798.25,true,10.25,1.30
CHENNPETRO,656.40,699.00,652.50,691.80,706.07,LONG,656.40,706.07,691.80,false,35.40,5.39
