symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
BEML,1531.20,1574.00,1527.50,1540.60,3025.28,LONG,1531.20,3025.28,1540.60,false,9.40,0.61
BSE,1917.00,1990.50,1907.00,1990.50,5653.46,LONG,1917.00,5653.46,1990.50,false,73.50,3.83
KIRLOSENG,735.00,736.05,720.50,733.00,722.09,SHORT,735.00,722.09,722.09,true,12.91,1.76
ERIS,1429.00,1444.00,1365.00,1377.00,1349.27,SHORT,1429.00,1349.27,1377.00,false,52.00,3.64
DOMS,2600.00,2678.90,2516.50,2631.20,2596.45,SHORT,2600.00,2596.45,2596.45,true,3.55,0.14
GLAND,1405.70,1429.00,1396.40,1426.00,1402.20,SHORT,1405.70,1402.20,1402.20,true,3.50,0.25
FLUOROCHEM,3945.20,3945.20,3875.00,3892.20,3831.57,SHORT,3945.20,3831.57,3892.20,false,53.00,1.34
GALLANTT,451.00,463.05,435.05,448.20,422.93,SHORT,451.00,422.93,448.20,false,2.80,0.62
NETWEB,1498.00,1556.20,1494.30,1507.90,1495.96,SHORT,1498.00,1495.96,1495.96,true,2.04,0.14
CRAFTSMAN,4400.00,4680.10,4377.00,4605.00,4361.17,SHORT,4400.00,4361.17,4605.00,false,-205.00,-4.66
