symbol,open,high,low,close,prev_vwap,trade_type,entry,target,exit,target_hit,pnl_absolute,pnl_percent
PINELABS,149.50,156.00,149.20,151.99,150.86,LONG,149.50,150.86,150.86,true,1.36,0.91
HONASA,406.50,418.80,403.00,416.45,404.88,SHORT,406.50,404.88,404.88,true,1.62,0.40
ACMESOLAR,331.45,339.60,330.20,337.15,330.51,SHORT,331.45,330.51,330.51,true,0.94,0.28
SONACOMS,604.80,618.75,598.30,613.40,602.64,SHORT,604.80,602.64,602.64,true,2.16,0.36
CONCORDBIO,1336.00,1351.10,1305.10,1315.40,1353.22,LONG,1336.00,1353.22,1315.40,false,-20.60,-1.54
GLAND,2209.00,2229.50,2185.00,2198.80,2227.43,LONG,2209.00,2227.43,2227.43,true,18.43,0.83
GODIGIT,300.00,308.95,296.50,308.60,297.70,SHORT,300.00,297.70,297.70,true,2.30,0.77
DOMS,2329.20,2329.60,2245.10,2273.00,2349.14,LONG,2329.20,2349.14,2273.00,false,-56.20,-2.41
MEDANTA,1258.20,1281.00,1255.10,1264.40,1268.44,LONG,1258.20,1268.44,1268.44,true,10.24,0.81
HEXT,489.65,504.45,472.00,502.55,494.13,LONG,489.65,494.13,494.13,true,4.48,0.91
